item_id,unit_type,query_id,arm,unit_index,question,text,source_span_text,atomic,self_contained,verifiable,unresolved_pronoun,span_aligned,rewrite_faithful,fact_coverage,fact_coverage_notes,error_type,notes
item-000012,a2_claim,-5942352520455511076,new_new,3,Where can adipose tissue be found in the body?,Adipose tissue is present in the yellow bone marrow of bones.,"Adipose tissue is located beneath the skin (subcutaneous fat) [1][4], around internal organs (visceral fat) [1][3], in bone marrow (yellow bone marrow) [1], intermuscularly [1], and in the breast tissue [1].",1,1,NA,NA,1,1,NA,,,
item-000353,a2_claim,-62521546794442829,old_old,1,For whom was the battle of king's mountain a victory?,The Patriots won the Battle of King's Mountain.,The battle of King's Mountain was a victory for the Patriots,1,1,NA,NA,1,1,NA,,,
item-000014,a2_claim,-5942352520455511076,new_new,5,Where can adipose tissue be found in the body?,Adipose tissue is found in the breast tissue.,"Adipose tissue is located beneath the skin (subcutaneous fat) [1][4], around internal organs (visceral fat) [1][3], in bone marrow (yellow bone marrow) [1], intermuscularly [1], and in the breast tissue [1].",1,1,NA,NA,1,1,NA,,,
item-000496,a2_case,6257465985316109835,new_new,1,Who is the main character in liv and maddie?,Dove Cameron is the main character in Liv and Maddie [3].,- Dove Cameron plays the role of Liv in the television series Liv and Maddie.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000420,a2_claim,-4456614433280196572,new_new,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek are married in the fifth season of the show.,Meredith and Derek get married in season five [3].,1,1,NA,NA,1,1,NA,,,
item-000029,a2_claim,-7824075627194227170,new_old,1,When was the commission fir sc/st established?,The first commission for Scheduled Castes and Scheduled Tribes was established in August 1978.,The first commission for Scheduled Castes and Scheduled Tribes was established in August 1978,1,1,NA,NA,1,1,NA,,,
item-000414,a2_case,-4456614433280196572,old_old,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek get married in season five [3].,- Meredith and Derek are married in the fifth season of the show.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000293,a2_claim,-5564120845047915486,new_new,1,Where do you find a simple gear train?,"The Antikythera mechanism, an ancient Greek device, contains a simple gear train.",A simple gear train can be found in the Antikythera mechanism of Greece,1,1,NA,NA,1,1,NA,,,
item-000255,a1_sentence,732619765350082410,old,2,When did toronto host the mlb all-star game?,The answer is bracketed by [1] because the evidence states that the 1991 Major League Baseball All-Star Game was held at SkyDome in Toronto on that date.,,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000042,a2_case,-4649654703638364295,new_new,1,Who made it through the divisional finals world of dance?,The Lab made it through the divisional finals of World of Dance [3].,- The Lab team participated in and advanced to the divisional finals stage of the World of Dance competition.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000366,a2_claim,-447198893588059167,old_new,1,Who played the father in leave it to beaver?,Hugh Beaumont portrayed the character Ward Cleaver in the television series Leave It to Beaver.,"Hugh Beaumont played the father, Ward Cleaver, in Leave It to Beaver.",1,1,NA,NA,1,1,NA,,,
item-000069,a2_case,-4286108617234818000,old_new,1,When does the new super troopers movie come out?,"The new Super Troopers movie, Super Troopers 2, was released on April 20, 2018 [1].","- Super Troopers 2 was released on April 20, 2018.",NA,NA,NA,NA,NA,NA,partial,"lost modifying description ""The new Super Troopers movie""",fact_omission,
item-000583,a2_case,2469112227919120438,old_new,1,The creation of the senate was based on the?,"The creation of the U.S. Senate was based on the need for equal suffrage for small states in the national legislature, as mentioned in evidence [1]. This requirement arose from the refusal of small states to endorse the US Constitution unless they received equal representation, which led to the Senate's establishment to ensure this balance [1]. Additionally, the Senate was originally conceived as a body to oversee judicial, financial, and administrative affairs during the monarch's absence, later becoming permanent (evidence [3]). [1]","- The U.S. Senate was established to provide equal representation for small states in the national legislature.
- Small states refused to ratify the US Constitution without guaranteed equal representation, which led to the creation of the Senate.
- The Senate was created to ensure equal representation for small states.
- The original purpose of the Senate was to oversee judicial, financial, and administrative affairs when the monarch was not present.
- The Senate's role evolved from temporary oversight to a permanent body.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000431,a2_claim,7494804303418493420,new_new,2,Movie with the song sunshine on my shoulders?,"The theme song for the movie ""Sunshine"" was ""Sunshine on My Shoulders"".","The movie ""Sunshine"" aired on NBC in 1973 and used the song ""Sunshine on My Shoulders"" as its theme [1].",1,1,NA,NA,1,1,NA,,,
item-000053,a2_claim,-5842265707961388968,new_new,1,Who beat villanova last year in the ncaa tournament?,The North Carolina Tar Heels basketball team defeated the Villanova Wildcats in the National Semi-Finals during the 2015 NCAA Tournament.,North Carolina Tar Heels beat Villanova in the National Semi-Finals of the 2015 NCAA Tournament,1,1,NA,NA,1,1,NA,,,
item-000432,a2_case,7494804303418493420,new_new,1,Movie with the song sunshine on my shoulders?,"The movie ""Sunshine"" aired on NBC in 1973 and used the song ""Sunshine on My Shoulders"" as its theme [1].","- The movie ""Sunshine"" was broadcast on NBC television in the year 1973.
- The theme song for the movie ""Sunshine"" was ""Sunshine on My Shoulders"".",NA,NA,NA,NA,NA,NA,complete,none,,
item-000092,a1_sentence,-9141149438582194391,new,3,Who has scored the highest number of runs in test cricket?,"Therefore, the player who has scored the highest number of runs in Test cricket is the one described in evidence [2].",,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000257,a2_case,732619765350082410,old_old,1,When did toronto host the mlb all-star game?,"Toronto hosted the MLB All-Star Game on July 9, 1991 [1]. The answer is bracketed by [1] because the evidence states that the 1991 Major League Baseball All-Star Game was held at SkyDome in Toronto on that date.","- The 1991 Major League Baseball All-Star Game was held at SkyDome in Toronto on July 9, 1991.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000573,a2_claim,2469112227919120438,old_old,2,The creation of the senate was based on the?,"Small states refused to ratify the US Constitution without guaranteed equal representation, which led to the creation of the Senate.",as mentioned in evidence [1]. This requirement arose from the refusal of small states to endorse the US Constitution unless they received equal representation,1,1,NA,NA,1,1,NA,,,
item-000453,a2_case,3605104154738105404,new_new,1,What episode does jason gideon die in criminal minds?,"Jason Gideon dies in the Season 10 episode ""Nelson's Sparrow"" [1][4].","- Jason Gideon character dies in the TV episode titled ""Nelson's Sparrow"" which is from Season 10.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000409,a2_case,4183252176965080529,new_old,1,When does the new independence day come out?,"The new Independence Day, ""Independence Day: Resurgence,"" was released in the United States on June 24, 2016 [2].","- Independence Day: Resurgence was released in the United States on June 24, 2016.",NA,NA,NA,NA,NA,NA,partial,"lost modifying description ""The new Independence Day""",fact_omission,
item-000354,a2_case,-62521546794442829,old_old,1,For whom was the battle of king's mountain a victory?,The battle of King's Mountain was a victory for the Patriots [1][2][3][4].,- The Patriots won the Battle of King's Mountain.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000477,a1_sentence,2221044921312683785,old,3,When did the apple tv 4k come out?,[2],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000555,a1_sentence,6776234528515962047,old,3,Who is the most run in cricket history?,[4],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000193,a2_case,-2585133819352441604,old_new,1,Name of first episode of this is us?,"The first episode of This Is Us is called ""Remember."" [3]",- The title of the first episode of the TV series This Is Us is Remember.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000410,a2_claim,4183252176965080529,new_new,1,When does the new independence day come out?,"Independence Day: Resurgence was released in the United States on June 24, 2016.","was released in the United States on June 24, 2016",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000238,a2_claim,6962706727076805207,new_old,1,What kind of car in to catch a thief?,"Bait cars often include audio/video surveillance technology, GPS tracking, and a kill switch for remote disabling.","A bait car used to catch a thief is typically a vehicle that is modified with audio/video surveillance technology, GPS tracking, and possibly a ""kill switch"" for remote disabling",1,1,NA,NA,1,1,NA,,,
item-000275,a2_claim,4474597907223412132,new_new,1,Who were the two astronauts who stayed a year on the iss?,Scott Kelly and Mikhail Korniyenko were the two astronauts who spent a year on the International Space Station.,Scott Kelly and Mikhail Korniyenko were the two astronauts who stayed a year on the ISS,1,1,NA,NA,1,1,NA,,,
item-000297,a2_case,-5036947181661390825,old_old,1,When was the vietnam veterans war memorial built?,"The Vietnam Veterans Memorial was built and dedicated on November 13, 1982 [2].","- The Vietnam Veterans Memorial was constructed and officially dedicated on November 13, 1982.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000636,a2_claim,-4995398567532229571,new_old,1,When did ragtime flourished in the united states?,"Ragtime was a popular musical genre in the United States during the late 19th century, emerging and gaining prominence from around the 1890s.","Ragtime flourished in the United States during the late 19th century, from around the 1890s onward",1,1,NA,NA,1,1,NA,,,
item-000528,a2_claim,-8286966211355378010,old_new,4,What is the objective of tour de france?,The cyclist with the fastest overall time across all stages is declared the race leader.,with the rider having the lowest cumulative finishing times becoming the leader of the race,1,1,NA,NA,1,1,NA,,,
item-000438,a2_claim,-1859261645300630518,new_old,1,When does steve come back in shameless season 5?,"Steve Howey appears in Shameless season 5, episode 1 named ""The Big Sick"".","Steve Howey returns in Shameless season 5 in episode 1 titled ""The Big Sick"", which premiered on January 11, 2015",1,1,NA,NA,1,1,NA,,,
item-000210,a2_case,6514531923811923780,new_new,1,When does disney's food and wine festival end?,The Epcot International Food & Wine Festival ends on November 13 [1].,- The festival concludes on November 13.,NA,NA,NA,NA,NA,NA,partial,"lost fact description ""The Epcot International Food & Wine Festival""",fact_omission,
item-000248,a1_sentence,-3228483207040151533,new,1,What bodies of water surround cabo san lucas?,The Pacific Ocean and the Gulf of California surround Cabo San Lucas.,,1,1,1,0,NA,NA,NA,,,
item-000602,a1_sentence,-1062522255440685408,old,1,When did the first generation kindle fire come out?,The first generation Kindle Fire was released in November 2011 [1][3].,,1,1,1,0,NA,NA,NA,,,
item-000214,a2_case,743600309736467122,old_old,1,When was on the revolutions of the heavenly spheres published?,"""On the Revolutions of the Heavenly Spheres"" was published in 1543 [1][5].","- The title of the work is 'On the Revolutions of the Heavenly Spheres'.
- The work was published in the year 1543.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000633,a2_claim,-4995398567532229571,old_new,2,When did ragtime flourished in the united states?,"By the start of the 20th century, ragtime was widely popular throughout North America.","The evidence indicates that more sophisticated African‑American styles, including ragtime, became popular around this time, and by the start of the 20th century it was widely popular throughout North America [3].",1,1,NA,NA,1,1,NA,,,
item-000127,a2_case,7150599999316106461,new_old,1,Who was the first singing brothers in the hall of fame?,The Mills Brothers were the first singing group inducted into the Vocal Group Hall of Fame [2].,- The Mills Brothers were the inaugural recipients of the Vocal Group Hall of Fame induction.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000116,a1_sentence,7150599999316106461,old,1,Who was the first singing brothers in the hall of fame?,The Everly Brothers were the first singing brothers inducted into the Rock and Roll Hall of Fame in 1986 [1].,,1,1,1,0,NA,NA,NA,,,
item-000170,a2_claim,1763163294931046731,old_old,1,Who played violet rutherford on leave it to beaver?,Veronica Cartwright portrayed the character Violet Rutherford in the television series Leave It to Beaver.,Veronica Cartwright played Violet Rutherford on Leave It to Beaver,1,1,NA,NA,1,1,NA,,,
item-000142,a2_case,-5116644172939113883,old_old,1,Who raps in the gorillaz song clint eastwood?,"Del the Funky Homosapien raps the verses in the Gorillaz song ""Clint Eastwood"" [1][2].","- Del the Funky Homosapien performed the rap verses for the Gorillaz song ""Clint Eastwood"".",NA,NA,NA,NA,NA,NA,complete,none,,
item-000505,a2_claim,-3279585462082900736,new_new,1,Who gets fired on grey's anatomy season 6?,"Katherine Heigl's character, Dr. Izzie Stevens, is written out of Grey's Anatomy in season 6.",Katherine Heigl gets fired on Grey's Anatomy season 6,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000273,a2_claim,4474597907223412132,new_old,1,Who were the two astronauts who stayed a year on the iss?,Scott Kelly and Mikhail Korniyenko were the two astronauts who spent a year on the International Space Station.,Scott Kelly and Mikhail Korniyenko were the two astronauts who stayed a year on the ISS,1,1,NA,NA,1,1,NA,,,
item-000623,a2_case,-3344541168958463110,new_old,1,Who fought with an angel in the bible?,Jacob fought with an angel in the Bible [1][4].,- Jacob engaged in a physical confrontation with an angel in the Bible.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000603,a2_claim,-1062522255440685408,old_old,1,When did the first generation kindle fire come out?,The first generation Kindle Fire was launched in November 2011.,The first generation Kindle Fire was released in November 2011,1,1,NA,NA,1,1,NA,,,
item-000002,a1_sentence,-5942352520455511076,old,2,Where can adipose tissue be found in the body?,"It is also located behind the eyeball, kidney, omenta, mesentry, in elephant and whale blubber, and the hump of a camel [2].",,1,0,1,1,NA,NA,NA,,unresolved_reference,
item-000155,a1_sentence,8686216144939155905,new,1,What is the name of the time zone for london?,The time zone for London is Europe/London [2].,,1,1,1,0,NA,NA,NA,,,
item-000476,a1_sentence,2221044921312683785,old,2,When did the apple tv 4k come out?,"It started shipping later, but the evidence does not specify an exact release date [2].",,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000394,a2_claim,-6702031255040326279,new_new,1,Which of the animal is a carrier of h1n1?,Household cats can carry the H1N1 influenza virus.,Household cats have been reported as carriers of the H1N1 influenza virus,1,1,NA,NA,1,1,NA,,,
item-000078,a2_case,-4286108617234818000,new_new,1,When does the new super troopers movie come out?,"""Super Troopers 2"" was released by Fox Searchlight Pictures on April 20, 2018 [1].","- Super Troopers 2 is a film title.
- Fox Searchlight Pictures was the distributor of Super Troopers 2.
- Super Troopers 2 was released on April 20, 2018.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000138,a2_claim,87005427005915954,new_new,1,When was the last time galway won the hurling all ireland?,Galway achieved its most recent Hurling All-Ireland championship in 1987.,Galway last won the Hurling All-Ireland title in 1987,1,1,NA,NA,1,1,NA,,,
item-000473,a2_claim,7797208395147217894,new_new,2,When did west germany win the world cup?,West Germany achieved victory in the 1974 World Cup.,West Germany won the World Cup in 1954 [2] and again in 1974 [2].,1,1,NA,NA,1,1,NA,,,
item-000580,a2_claim,2469112227919120438,old_new,3,The creation of the senate was based on the?,The Senate was created to ensure equal representation for small states.,which led to the Senate's establishment to ensure this balance [1],1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000598,a2_claim,-728189424752983312,new_old,1,Where did the term bye felicia come from?,"The phrase ""Bye, Felicia"" was first used in the 1995 film Friday.","The term ""Bye, Felicia"" originated from a scene in the American stoner buddy crime comedy film ""Friday"" (1995)",1,1,NA,NA,1,1,NA,,,
item-000559,a2_claim,6776234528515962047,old_new,1,Who is the most run in cricket history?,The described individual holds the record for the most runs scored in cricket history.,"The evidence [4] states that the individual who is described as ""the leading run scorer in Tests, with 15,921 runs, as well as in One-Day Internationals, with 18,426 runs"" is the most run scorer in cricket history.",0,1,NA,NA,1,1,NA,,multi_fact,
item-000458,a2_claim,7797208395147217894,old_old,2,When did west germany win the world cup?,West Germany achieved the World Cup title in 1974.,West Germany won the World Cup in 1954 and again in 1974 [1][2].,1,1,NA,NA,1,1,NA,,,
item-000049,a2_case,-5842265707961388968,old_new,1,Who beat villanova last year in the ncaa tournament?,"Kansas beat Villanova in the NCAA Tournament last year [5]. The evidence [5] states that ""Villanova blew out Miami by a score of 92–69. In the South regional Final, with Villanova leading 62–59, Mikal Bridges made a steal before Frank Mason III could shoot a potential game-tying three-pointer, and Jalen Brunson made the ensuing free throws and Villanova beat the #1-overall seed Kansas 64–59 to advance to"". This indicates that Kansas was the team Villanova faced and ultimately lost to in the final. [5]",,NA,NA,NA,NA,NA,NA,none,all the facts in a1 were lost,fact_omission,
item-000057,a2_case,586233275728240023,old_old,1,What is the os of samsung smart tv?,The OS of Samsung smart TVs is Tizen [1].,- Samsung smart TVs use the Tizen operating system.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000021,a2_claim,-7824075627194227170,old_old,2,When was the commission fir sc/st established?,"Bhola Paswan Shastri served as the Chairman, and the commission initially had four other members.",Bhola Paswan Shastri as Chairman and other four Members,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000454,a1_sentence,7797208395147217894,old,1,When did west germany win the world cup?,West Germany won the World Cup in 1954 and again in 1974 [1][2].,,1,1,1,0,NA,NA,NA,,,
item-000359,a2_case,-62521546794442829,new_old,1,For whom was the battle of king's mountain a victory?,The battle of King's Mountain was a victory for the Patriots [1][2][3].,- The Patriots won the Battle of King's Mountain.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000589,a1_sentence,-728189424752983312,old,1,Where did the term bye felicia come from?,"The term ""Bye, Felicia"" came from a scene in the American stoner buddy crime comedy film ""Friday"" (1995) [1].",,1,1,1,0,NA,NA,NA,,,
item-000346,a2_case,-5333049627570569397,old_new,1,When did the song can't touch this come out?,"The song ""U Can't Touch This"" came out on February 12, 1990 [3][4].","- ""U Can't Touch This"" was released on February 12, 1990.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000557,a2_claim,6776234528515962047,old_old,2,Who is the most run in cricket history?,"The described individual is also noted as the only player to score more than 30,000 runs in all forms of international cricket.","This person is also noted as the only player to score more than 30,000 runs in all forms of international cricket.",1,0,NA,NA,1,1,NA,,unresolved_reference,
item-000083,a2_claim,-9141149438582194391,old_old,2,Who has scored the highest number of runs in test cricket?,"The same player also scored 18,426 runs in One-Day Internals.","The evidence [2] indicates that the player with the highest number of runs in test cricket is the one who scored 15,921 runs in Tests, as well as 18,426 runs in One-Day Internationals.",0,1,NA,NA,1,1,NA,,multi_fact,
item-000492,a1_sentence,6257465985316109835,new,1,Who is the main character in liv and maddie?,Dove Cameron is the main character in Liv and Maddie [3].,,1,1,1,0,NA,NA,NA,,,
item-000606,a2_case,-1062522255440685408,old_new,1,When did the first generation kindle fire come out?,The first generation Kindle Fire was released in November 2011 [1][3].,- The first generation Kindle Fire was launched in November 2011.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000527,a2_claim,-8286966211355378010,old_new,3,What is the objective of tour de france?,The Tour de France is completed over a period of 23 days.,over 23 days,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000047,a1_sentence,-5842265707961388968,old,5,Who beat villanova last year in the ncaa tournament?,[5],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000600,a2_claim,-728189424752983312,new_new,1,Where did the term bye felicia come from?,"The phrase ""Bye, Felicia"" was first used in the 1995 film Friday.","The term ""Bye, Felicia"" originated from a scene in the American stoner buddy crime comedy film ""Friday"" (1995)",1,1,NA,NA,1,1,NA,,,
item-000367,a2_case,-447198893588059167,old_new,1,Who played the father in leave it to beaver?,"Hugh Beaumont played the father, Ward Cleaver, in Leave It to Beaver. [4]",- Hugh Beaumont portrayed the character Ward Cleaver in the television series Leave It to Beaver.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000587,a2_claim,2469112227919120438,new_new,1,The creation of the senate was based on the?,The United States Senate was established by the United States Constitution.,The creation of the United States Senate was based on the United States Constitution,1,1,NA,NA,1,1,NA,,,
item-000055,a1_sentence,586233275728240023,old,1,What is the os of samsung smart tv?,The OS of Samsung smart TVs is Tizen [1].,,1,1,1,0,NA,NA,NA,,,
item-000008,a2_claim,-5942352520455511076,new_old,2,Where can adipose tissue be found in the body?,Adipose tissue surrounds internal organs as visceral fat.,"Adipose tissue is located beneath the skin (subcutaneous fat) [1][4], around internal organs (visceral fat) [1][3], in bone marrow (yellow bone marrow) [1], intermuscularly [1], and in the breast tissue [1].",1,1,NA,NA,1,1,NA,,,
item-000608,a2_claim,-1062522255440685408,new_old,1,When did the first generation kindle fire come out?,The first generation Kindle Fire was launched in November 2011.,The first generation Kindle Fire was first released in November 2011,1,1,NA,NA,1,1,NA,,,
item-000507,a1_sentence,3643093465010420057,old,1,What city in texas has the highest elevation?,I don't know [1],,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000016,a1_sentence,-7824075627194227170,old,1,When was the commission fir sc/st established?,The commission for SC/ST was first established in August 1978 [1][2].,,1,1,1,0,NA,NA,NA,,,
item-000404,a2_claim,4183252176965080529,old_new,2,When does the new independence day come out?,"The film's initial release date was set for July 2016, but the schedule was changed several times.",It was originally scheduled for July 2016 but was rescheduled multiple times,1,0,NA,NA,1,1,NA,,unresolved_reference,
item-000425,a2_case,7494804303418493420,old_new,1,Movie with the song sunshine on my shoulders?,"The movie with the song ""Sunshine on My Shoulders"" is titled ""Sunshine,"" which aired on NBC in 1973. [1]",,NA,NA,NA,NA,NA,NA,none,all the facts in a1 were lost,fact_omission,
item-000487,a1_sentence,6257465985316109835,old,1,Who is the main character in liv and maddie?,The main character in Liv and Maddie is Liv Rooney [1][3].,,1,1,1,0,NA,NA,NA,,,
item-000584,a1_sentence,2469112227919120438,new,1,The creation of the senate was based on the?,The creation of the United States Senate was based on the United States Constitution [2].,,1,1,1,NA,NA,NA,NA,,,
item-000153,a2_claim,8686216144939155905,old_new,1,What is the name of the time zone for london?,The IANA time zone identifier for London is Europe/London.,The name of the time zone for London is Europe/London,1,1,NA,NA,1,1,NA,,,
item-000434,a1_sentence,-1859261645300630518,old,2,When does steve come back in shameless season 5?,[2],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000428,a2_claim,7494804303418493420,new_old,2,Movie with the song sunshine on my shoulders?,"The theme song for the movie ""Sunshine"" was ""Sunshine on My Shoulders"".","The movie ""Sunshine"" aired on NBC in 1973 and used the song ""Sunshine on My Shoulders"" as its theme [1].",1,1,NA,NA,1,1,NA,,,
item-000154,a2_case,8686216144939155905,old_new,1,What is the name of the time zone for london?,The name of the time zone for London is Europe/London [2].,- The IANA time zone identifier for London is Europe/London.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000489,a2_case,6257465985316109835,old_old,1,Who is the main character in liv and maddie?,The main character in Liv and Maddie is Liv Rooney [1][3].,- Liv Rooney is the main character in the television series Liv and Maddie.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000572,a2_claim,2469112227919120438,old_old,1,The creation of the senate was based on the?,The U.S. Senate was established to provide equal representation for small states in the national legislature.,The creation of the U.S. Senate was based on the need for equal suffrage for small states in the national legislature,1,1,NA,NA,1,1,NA,,,
item-000190,a2_claim,-2585133819352441604,old_old,1,Name of first episode of this is us?,The title of the first episode of the TV series This Is Us is Remember.,"The first episode of This Is Us is called ""Remember.""",1,1,NA,NA,1,1,NA,,,
item-000390,a2_case,-6702031255040326279,old_new,1,Which of the animal is a carrier of h1n1?,"Household cats are a carrier of H1N1 [1]. Additionally, dogs, ferrets, swine (including turkeys), and a cheetah have also been reported to carry the H1N1 virus [1].","- Household cats can carry the H1N1 virus.
- Dogs, ferrets, swine (such as turkeys), and a cheetah have been reported to carry the H1N1 virus.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000574,a2_claim,2469112227919120438,old_old,3,The creation of the senate was based on the?,The Senate was created to ensure equal representation for small states.,which led to the Senate's establishment to ensure this balance [1],1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000467,a1_sentence,7797208395147217894,new,1,When did west germany win the world cup?,West Germany won the World Cup in 1954 [2] and again in 1974 [2].,,1,1,1,0,NA,NA,NA,,,
item-000315,a1_sentence,16881061444712536,new,2,Where does the amazon river start and finish?,The Amazon River finishes at the Atlantic Ocean [1][4].,,1,1,1,0,NA,NA,NA,,,
item-000060,a1_sentence,586233275728240023,new,1,What is the os of samsung smart tv?,The operating system of Samsung smart TVs is Tizen [1].,,1,1,1,0,NA,NA,NA,,,
item-000464,a2_claim,7797208395147217894,old_new,3,When did west germany win the world cup?,"The 1954 World Cup victory is historically referred to as the ""miracle of Bern"".","The 1954 victory is described as a ""miracle of Bern""",1,1,NA,NA,1,1,NA,,,
item-000281,a2_claim,-5564120845047915486,old_old,2,Where do you find a simple gear train?,The illustrations by Georgius Agricola depict gear trains having cylindrical teeth.,which show gear trains with cylindrical teeth [1],1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000028,a1_sentence,-7824075627194227170,new,1,When was the commission fir sc/st established?,The first commission for Scheduled Castes and Scheduled Tribes was established in August 1978 [1][2].,,1,1,1,0,NA,NA,NA,,,
item-000318,a2_case,16881061444712536,new_old,1,Where does the amazon river start and finish?,The Amazon River starts at the headwaters of the Cordillera Rumi Cruz in Peru [1][4]. The Amazon River finishes at the Atlantic Ocean [1][4].,"- The Amazon River originates at the headwaters of the Cordillera Rumi Cruz mountain range located in Peru.
- The Amazon River flows into the Atlantic Ocean.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000202,a2_case,6514531923811923780,old_old,1,When does disney's food and wine festival end?,"The Disney's Food and Wine Festival ends on November 13 [1] and also ends on November 12th, 2018 [2]. [1][2]","- The Disney's Food and Wine Festival also concluded on November 12, 2018.",NA,NA,NA,NA,NA,NA,partial,"lost fact description ""The Disney's Food and Wine Festival ends on November 13""",fact_omission,
item-000294,a2_case,-5564120845047915486,new_new,1,Where do you find a simple gear train?,A simple gear train can be found in the Antikythera mechanism of Greece [1].,"- The Antikythera mechanism, an ancient Greek device, contains a simple gear train.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000100,a1_sentence,-99543908387769967,old,1,Who does sansa marry on game of thrones?,Sansa marries Tyrion Lannister on Game of Thrones [5].,,1,1,1,0,NA,NA,NA,,,
item-000226,a1_sentence,6962706727076805207,old,2,What kind of car in to catch a thief?,These vehicles are specifically modified with audio/video surveillance technology and can be remotely monitored and controlled by law enforcement.,,0,0,1,1,NA,NA,NA,,multi_fact;unresolved_reference,
item-000391,a1_sentence,-6702031255040326279,new,1,Which of the animal is a carrier of h1n1?,Household cats have been reported as carriers of the H1N1 influenza virus [1].,,1,1,1,0,NA,NA,NA,,,
item-000403,a2_claim,4183252176965080529,old_new,1,When does the new independence day come out?,"Independence Day: Resurgence was officially released on June 24, 2016.","was released on June 24, 2016",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000267,a2_claim,4474597907223412132,old_old,1,Who were the two astronauts who stayed a year on the iss?,Scott Kelly is an astronaut from NASA in the USA who spent a year on the ISS.,The two astronauts who stayed a year on the ISS were Scott Kelly (NASA / USA) and Mikhail Korniyenko (Roscosmos / Russia).,1,1,NA,NA,1,1,NA,,,
item-000123,a2_claim,7150599999316106461,old_new,2,Who was the first singing brothers in the hall of fame?,The Everly Brothers were inducted into the Country Music Hall of Fame in 2001.,They were also inducted into the Country Music Hall of Fame in 2001,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000342,a1_sentence,-5333049627570569397,old,1,When did the song can't touch this come out?,"The song ""U Can't Touch This"" came out on February 12, 1990 [3][4].",,1,1,1,0,NA,NA,NA,,,
item-000122,a2_claim,7150599999316106461,old_new,1,Who was the first singing brothers in the hall of fame?,"The Everly Brothers were the first singing brothers to be inducted into the Rock and Roll Hall of Fame, which occurred in 1986.",The Everly Brothers were the first singing brothers inducted into the Rock and Roll Hall of Fame in 1986,1,1,NA,NA,1,1,NA,,,
item-000550,a2_case,4150448921344430432,new_old,1,Who were the original twins in everybody loves raymond?,The original twins in Everybody Loves Raymond were Matthew and Gregory [5].,- Matthew and Gregory were the original twin actors in the television show Everybody Loves Raymond.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000025,a2_claim,-7824075627194227170,old_new,2,When was the commission fir sc/st established?,"Bhola Paswan Shastri served as the Chairman, and the commission initially had four other members.",Bhola Paswan Shastri as Chairman and other four Members,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
